ai likun	China:Smith Kettlewell Eye Res Inst, San Francisco, CA 94115 USA. The Smith-Kettlewell Eye Research Institute	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Emmetropization and Eye Growth in Young Aphakic Chickens
cao lijun	China:Second Peoples Hosp Jinan, Dept Ophthalmol, Jinan 250001, Shandong,Peoples R China. 	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Comparative study of visual acuity and aberrations after intralase femtosecond LASIK: small corneal flap versus big corneal flap
cao shujie	China:First Hosp Qiqihar, Qiqihar,Peoples R China. 	CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Prevalence of blindness and low vision: a study in the rural Heilongjiang Province of China
cao weifang	China:Capital Med Univ, Beijing Tongren Hosp, Beijing Inst Ophthalmol, Beijing 100005,Peoples R China. Capital Medical University	AMERICAN JOURNAL OF OPHTHALMOLOGY	Anterior chamber depth and chamber angle and their associations with ocular and general parameters: The Beijing eye study
cao weifang	China:Capital Med Univ, Beijing Tongren Hosp, Beijing Inst Ophthalmol, Beijing 100005,Peoples R China. Capital Medical University	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Anterior segment optical coherence tomography of acute primary angle closure
cao xinfang	China:Zhejiang Univ, Coll Med, Affiliated Hosp 1, Dept Ophthalmol, Hangzhou 310003, Zhejiang,Peoples R China. Zhejiang University	JOURNAL OF CATARACT AND REFRACTIVE SURGERY	Long-term ultrasound biomicroscopy observation of position changes of a copolymer posterior chamber phakic intraocular lens
chan ben	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Orthokeratology practice in children in a university clinic in Hong Kong
chan ben	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Relationship between corneal topographical changes and subjective myopic reduction in overnight orthokeratology: a retrospective study
chan ben	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Toric orthokeratology: a case report
chan ben	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	The validity of the Jessen formula in overnight orthokeratology: a retrospective study
chan ben	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Do Fenestrations Affect the Performance of Orthokeratology Lenses?
chan ben	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Astigmatic Changes in Orthokeratology
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	COMBINED HIGH-DOSE SUB-TENON TRIAMCINOLONE, INTRAVITREAL BEVACIZUMAB, AND LASER PHOTOCOAGULATION FOR REFRACTORY DIABETIC MACULAR EDEMA
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS	Exotropic Drift and Ocular Alignment After Surgical Correction for Intermittent Exotropia
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	JAPANESE JOURNAL OF OPHTHALMOLOGY	Prognostic factors predicting the surgical outcome of bilateral lateral rectus recession surgery for patients with infantile exotropia
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	JOURNAL OF AAPOS	A prospective study of fusional convergence parameters in Chinese patients with intermittent exotropia
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	JOURNAL OF AAPOS	Long-term ocular alignment after bilateral lateral rectus recession in children with infantile and intermittent exotropia
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS	Preoperative Factors Predicting the Surgical Response of Bilateral Lateral Rectus Recession Surgery in Patients With Infantile Exotropia
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS	Refractive Changes After Pediatric Intraocular Lens Implantation in Hong Kong Children
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	EYE	Corneal changes after a single session of selective laser trabeculoplasty for open-angle glaucoma
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	The Role of Suppression in Amblyopia
chan chan	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong KongChinese University of Hong Kong	OPHTHALMOLOGY	Choroidal Thickness Measurement in Myopic Eyes by Enhanced Depth Optical Coherence Tomography
chan clementw	China:Tung Wah Eastern Hosp, Dept Ophthalmol, Hong Kong, Hong Kong,Peoples R China. 	CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Anti-vascular endothelial growth factor for myopic choroidal neovascularization
chan elice	China:Private Eye Ctr, Hong Kong, Hong Kong,Peoples R China. 	JOURNAL OF CATARACT AND REFRACTIVE SURGERY	Effect of laser in situ keratomileusis on rebound tonometry and Goldmann applanation tonometry
chan henryholung	China:Hong Kong Polytech Univ, Sch Optometry, Lab Expt Optometry Neurosci, Kowloon, Hong Kong,Peoples R China. Hong Kong Polytechnic University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Myopia Progression in Children Is Linked with Reduced Foveal mfERG Response
chan henryholung	China:Hong Kong Polytech Univ, Sch Optometry, Lab Expt Optometry Neurosci, Kowloon, Hong Kong,Peoples R China. Hong Kong Polytechnic University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Myopic Children Have Central Reduction in High Contrast Multifocal ERG Response, While Adults Have Paracentral Reduction in Low Contrast Response
chan henryholung	China:Hong Kong Polytech Univ, Sch Optometry, Lab Expt Optometry Neurosci, Kowloon, Hong Kong,Peoples R China. Hong Kong Polytechnic University	VISION RESEARCH	Impairment of retinal adaptive circuitry in the myopic eye
chan henryholung	China:Hong Kong Polytech Univ, Sch Optometry, Lab Expt Optometry Neurosci, Kowloon, Hong Kong,Peoples R China. Hong Kong Polytechnic University	VISION RESEARCH	Sign-dependent changes in retinal electrical activity with positive and negative defocus in the human eye
chan kayin	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Prevalence of papillary changes and folliculosis of the palpebral conjunctiva in asymptomatic Chinese children
chan kayin	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Corneal parameters of six- to 12-year-old Chinese children
chan kayin	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Clinical performance of an orthokeratology lens fitted with the aid of a computer software in Chinese children
chan kayin	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Orthokeratology for slowing myopic progression in a pair of identical twins
chan kwokping	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	CHANGES IN AQUEOUS VASCULAR ENDOTHELIAL GROWTH FACTOR AND PIGMENT EPITHELIAL-DERIVED FACTOR LEVELS FOLLOWING INTRAVITREAL BEVACIZUMAB INJECTIONS FOR CHOROIDAL NEOVASCULARIZATION SECONDARY TO AGE-RELATED MACULAR DEGENERATION OR PATHOLOGIC MYOPIA
chan chan	China:Sun Yat Sen Univ, Zhongshan Ophthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	OPTOMETRY AND VISION SCIENCE	How Best to Assess Suppression in Patients with High Anisometropia
chan lilyyeelai	China:Hong Kong Polytech Univ, Sports Vis Unit, Hong Kong Jockey Club Sports Med & Hlth Sci Ctr, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	Prevalence of myopia among Hong Kong Chinese schoolchildren: changes over two decades
chan tommyc	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong Kong	BRITISH JOURNAL OF OPHTHALMOLOGY	Cataract surgery outcomes in adult patients with Down's syndrome
chan waiman	China:HK Sanat Hosp, Dept Ophthalmol, Hong Kong, Hong Kong,Peoples R China. 	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Verteporfin PDT for non-standard indications-a review of current literature
chan waiman	China:HK Sanat Hosp, Dept Ophthalmol, Hong Kong, Hong Kong,Peoples R China. 	RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	CHANGES IN AQUEOUS VASCULAR ENDOTHELIAL GROWTH FACTOR AND PIGMENT EPITHELIAL-DERIVED FACTOR LEVELS FOLLOWING INTRAVITREAL BEVACIZUMAB INJECTIONS FOR CHOROIDAL NEOVASCULARIZATION SECONDARY TO AGE-RELATED MACULAR DEGENERATION OR PATHOLOGIC MYOPIA
chan waiman	China:HK Sanat Hosp, Dept Ophthalmol, Hong Kong, Hong Kong,Peoples R China. 	OPHTHALMOLOGY	Intravitreal bevacizumab (Avastin) for myopic choroidal neovascularization - Six-month results of a prospective pilot study
chan waiman	China:HK Sanat Hosp, Dept Ophthalmol, Hong Kong, Hong Kong,Peoples R China. 	BRITISH JOURNAL OF OPHTHALMOLOGY	Intravitreal bevacizumab (Avastin) for myopic choroidal neovascularisation: 1-year results of a prospective pilot study
chan waiman	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Prince Wales Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong KongPrince of Wales Hospital	RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	INTRAVITREAL RANIBIZUMAB FOR THE PRIMARY TREATMENT OF CHOROIDAL NEOVASCULARIZATION SECONDARY TO PATHOLOGIC MYOPIA
chan yingyee	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Prevalence of papillary changes and folliculosis of the palpebral conjunctiva in asymptomatic Chinese children
chan yuenchi	China:Hong Kong Polytech Univ, Sch Optometry, Lab Expt Optometry Neurosci, Kowloon, Hong Kong,Peoples R China. Hong Kong Polytechnic University	VISION RESEARCH	Sign-dependent changes in retinal electrical activity with positive and negative defocus in the human eye
chang chaokai	China:Chongqing Med Univ, Affiliated Hosp 2, Dept Ophthalmol, Chongqing 400010,Peoples R China. Chongqing Medical University	CURRENT EYE RESEARCH	Inhibition Effect of Tetrandrine on Haze Formation after Epi-LASIK Surgery in Rabbits
chang davidf	China:Univ Calif San Francisco, Dept Ophthalmol, San Francisco, CA 94143 USA. University of California San FranciscoUniversity of California System	CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Project vision: a new and sustainable model for eliminating cataract blindness in China
chang hongfa	China:Gen Hosp Tibet Mil Command, Dept Ophthalmol, Lhasa 850007, Tibet Autonomou,Peoples R China. 	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Prevalence and risk factors for eye diseases, blindness, and low vision in Lhasa, Tibet
chang jessica	China:Sun Yat Sen Univ, Zhongshan Ophthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510275, Guangdong,Peoples R China. Sun Yat Sen University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Distribution and Heritability of Peripheral Eye Length in Chinese Children and Adolescents: The Guangzhou Twin Eye Study
chang john	China:Hong Kong Sanat & Hosp, Dept Ophthalmol, Guy Hugh Chan Refract Surg Ctr, Happy Valley, Hong Kong,Peoples R China. 	OPHTHALMOLOGY	Toric Implantable Collamer Lens for High Myopic Astigmatic Asian Eyes
chang chang	China:Hong Kong Sanat & Hosp, Guy Hugh Chan Refract Surg Ctr, Dept Ophthalmol, Hong Kong, Hong Kong,Peoples R China. 	JOURNAL OF REFRACTIVE SURGERY	Conductive Keratoplasty to Treat Hyperopic Overcorrection After LASIK for Myopia
chang qing	China:Fudan Univ, Dept Ophthalmol, Eye & ENT Hosp, Shanghai 200433,Peoples R China. Fudan University	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Retinal detachment after phakic intraocular lens implantation in severe myopic eyes
charm jessie	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	High myopia-partial reduction orthokeratology (HM-PRO): Study design
charm jessie	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Practitioners' analysis of contact lens practice in Hong Kong
charm jessie	China:Hong Kong Polytech Univ, Sch Optometry, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	High Myopia-Partial Reduction Ortho-k: A 2-Year Randomized Study
chau ricky	China:Private Eye Ctr, Hong Kong, Hong Kong,Peoples R China. 	JOURNAL OF CATARACT AND REFRACTIVE SURGERY	Effect of laser in situ keratomileusis on rebound tonometry and Goldmann applanation tonometry
chen b	China:Zhejiang Univ, Sch Med, Affiliated Hosp 2, Ctr Eye, Hangzhou 310009, Zhejiang,Peoples R China. Zhejiang University	EYE	Anatomical and visual outcome after vitrectomy with triamcinolone acedonide-assisted epiretinal membrane removal in highly myopic eyes with retinal detachment due to macular hole
chen b	China:Zhejiang Univ, Sch Med, Affiliated Hosp 2, Ctr Eye, Hangzhou 310009, Zhejiang,Peoples R China. Zhejiang University	EYE	Optical coherence tomographic characteristics and surgical outcome of eyes with myopic foveoschisis
chen b	China:Zhejiang Univ, Sch Med, Affiliated Hosp 2, Ctr Eye, Hangzhou 310009, Zhejiang,Peoples R China. Zhejiang University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Anisometropia magnitude and visual deficits in previously untreated anisometropic amblyopia
chen bin	China:Joint Shantou Int Eye Ctr, Shantou 515041, Guangdong,Peoples R China. 	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Corneal Biomechanics, Refractive Error, and Axial Length in Chinese Primary School Children
chen bin	China:Joint Shantou Int Eye Ctr, Shantou 515041, Guangdong,Peoples R China. 	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Validating the Accuracy of a Model to Predict the Onset of Myopia in Children
chen bin	China:Joint Shantou Int Eye Ctr, Shantou 515041, Guangdong,Peoples R China. 	AMERICAN JOURNAL OF OPHTHALMOLOGY	Alcohol Use and Positive Screening Results for Depression and Anxiety Are Highly Prevalent Among Chinese Children With Strabismus
chen bin	China:Sichuan Acad Med Sci, Dept Ophthalmol, Chengdu 610072, Sichuan,Peoples R China. 	MOLECULAR VISION	An association study of the COL1A1 gene and high myopia in a Han Chinese population
chen bing	China:Chinese Peoples Liberat Army Gen Hosp, Dept Ophthalmol, Beijing 100853,Peoples R China. 	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Accuracy of axial length measurements from immersion B-scan ultrasonography in highly myopic eyes
chen boyu	China:Hebei Med Univ, Hosp 2, Dept Ophthalmol, Shijiazhuang 050000, Hebei Province,Peoples R China. Hebei Medical University	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Mechanical behavior of scleral fibroblasts in experimental myopia
chen boyu	China:Hebei Med Univ, Hosp 2, Dept Ophthalmol, Shijiazhuang 050000, Hebei Province,Peoples R China. Hebei Medical University	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Altered TGF-beta 2 and bFGF expression in scleral desmocytes from an experimentally-induced myopia guinea pig model
chen can	China:Aier Eye Hosp Grp, Changsha, Hunan,Peoples R China. 	OPTOMETRY AND VISION SCIENCE	Treatment Outcomes of Myopic Anisometropia with 1% Atropine: A Pilot Study
chen changx	China:Capital Univ Med Sci, Beijing Tongren Hosp, Beijing Inst Ophthalmol, Beijing,Peoples R China. Capital Medical University	ACTA OPHTHALMOLOGICA	Retinal nerve fibre layer thickness measured by Spectralis spectral-domain optical coherence tomography: The Beijing Eye Study
chen changx	China:Capital Univ Med Sci, Beijing Tongren Hosp, Beijing Inst Ophthalmol, Beijing,Peoples R China. Capital Medical University	PLOS ONE	Peripapillary Intrachoroidal Cavitations. The Beijing Eye Study
chen changx	China:Capital Univ Med Sci, Beijing Tongren Hosp, Beijing Inst Ophthalmol, Beijing,Peoples R China. Capital Medical University	OPHTHALMOLOGY	Subfoveal Choroidal Thickness: The Beijing Eye Study
chen changx	China:Capital Univ Med Sci, Beijing Tongren Hosp, Beijing Inst Ophthalmol, Beijing,Peoples R China. Capital Medical University	PLOS ONE	Prevalence and Associations of Incomplete Posterior Vitreous Detachment in Adult Chinese: The Beijing Eye Study
