an fengqi	China:Sichuan Univ, Dept Pathol, Chengdu 610064,Peoples R China. Sichuan University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Role of DAF in Protecting against T-Cell Autoreactivity that Leads to Experimental Autoimmune Uveitis
du l	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	BRITISH JOURNAL OF OPHTHALMOLOGY	No association of CTLA-4 polymorphisms with susceptibility to Behcet disease
du l	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Increased IL-7 Expression in Vogt-Koyanagi-Harada Disease
du l	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	OPHTHALMIC GENETICS	Polymorphisms of TNFAIP3 Gene in a Chinese Han Population with Fuchs Heterochromic Iridocyclitis
du l	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	OCULAR IMMUNOLOGY AND INFLAMMATION	Immune Response Genes in Uveitis
du l	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	BRITISH JOURNAL OF OPHTHALMOLOGY	There is no association of CCR6 polymorphisms with susceptibility to Behcet's disease in two Chinese Han populations
du l	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	MOLECULAR VISION	Monocyte chemoattractant protein (MCP)-1-2518 A/G SNP in Chinese Han patients with VKH syndrome
du l	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	PLOS ONE	FGFR1OP tagSNP but Not CCR6 Polymorphisms Are Associated with Vogt-Koyanagi-Harada Syndrome in Chinese Han
du liping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	A Functional Variant of PTPN22 Confers Risk for Vogt-Koyanagi-Harada Syndrome but Not for Ankylosing Spondylitis
du liping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	No Association of PTPN22 Polymorphisms with Susceptibility to Ocular Behcet's Disease in Two Chinese Han Populations
du liping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	TNFAIP3 Gene Polymorphisms in a Chinese Han Population with Vogt-Koyanagi-Harada Syndrome
du liping	China:Sun Yat Sen Univ, Int Uveitis Study Lab Guangdong Prov, State Key Lab Ophthalmol, Guangzhou 510275, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	PDCD1 genes may protect against extraocular manifestations in Chinese Han patients with Vogt-Koyanagi-Harada syndrome
du liping	China:Sun Yat Sen Univ, Int Uveitis Study Lab Guangdong Prov, State Key Lab Ophthalmol, Guangzhou 510275, Guangdong,Peoples R China. Sun Yat Sen University	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Retinal S-antigen Th1 cell epitope mapping in patients with Behcet's disease
du liping	China:Sun Yat Sen Univ, Int Uveitis Study Lab Guangdong Prov, State Key Lab Ophthalmol, Guangzhou 510275, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	Association between polymorphisms of FCRL3, a non-HLA gene, and Behcet's disease in a Chinese population with ophthalmic manifestations
du liping	China:Sun Yat Sen Univ, Int Uveitis Study Lab Guangdong Prov, State Key Lab Ophthalmol, Guangzhou 510275, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	Polymorphisms of FCRL3 in a Chinese population with Vogt-Koyanagi-Harada (VKH) syndrome
du liping	China:Sun Yat Sen Univ, Int Uveitis Study Lab Guangdong Prov, State Key Lab Ophthalmol, Guangzhou 510275, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	Small ubiquitin-like modifier 4 (SUMO4) polymorphisms and Vogt-Koyanagi-Harada (VKH) syndrome in the Chinese Han population
duan xuanchu	China:Cent S Univ, Xiangya Hosp 2, Dept Ophthalmol, Changsha 410011, Hunan,Peoples R China. Central South University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Efficacy and necessity of prophylactic vitrectomy for acute retinal necrosis syndrome
fan alexh	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	OCULAR IMMUNOLOGY AND INFLAMMATION	Clinical Characteristics of Intermediate Uveitis in Chinese Patients
fang jing	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	AMERICAN JOURNAL OF OPHTHALMOLOGY	Polymorphisms in Genetics of Vitamin D Metabolism Confer Susceptibility to Ocular Belicet Disease in a Chinese Han Population
fang jing	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Association of TLR2 Gene Polymorphisms With Ocular Behcet's Disease in a Chinese Han Population
fang jing	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	Genetic Variations of IL-12B, IL-12R beta 1, IL-12R beta 2 in Behcet's Disease and VKH Syndrome
fang jing	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	TRAF5 and TRAF3IP2 Gene Polymorphisms Are Associated with Behcet's Disease and Vogt-Koyanagi-Harada Syndrome: A Case-Control Study
fang jing	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	Association of a TNIP1 Polymorphism with Vogt-Koyanagi-Harada Syndrome but Not with Ocular Behcet's Disease in Han Chinese
fang w	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	BRITISH JOURNAL OF OPHTHALMOLOGY	Longitudinal quantification of aqueous flare and cells in Vogt-Koyanagi-Harada disease
fang w	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	EYE	Aqueous flare and cells in Fuchs syndrome
fang w	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	OPHTHALMOLOGY	Clinical features of Chinese patients with Behcet's disease
fang w	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	CURRENT EYE RESEARCH	Vogt-Koyanagi-Harada syndrome
fang w	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	AMERICAN JOURNAL OF OPHTHALMOLOGY	Study of Macular Function by Multifocal Electroretinography in Patients With Vogt-Koyanagi-Harada Syndrome
feng kang	China:Peking Univ, Hosp 3, Ctr Eye, Beijing 100191,Peoples R China. Peking University	AMERICAN JOURNAL OF OPHTHALMOLOGY	Prognostic Indicators for No Light Perception After Open-Globe Injury: Eye Injury Vitrectomy Study
feng lei	China:Zhejiang Univ, Hosp 2, Dept Ophthalmol, Hangzhou 310003, Zhejiang,Peoples R China. Zhejiang University	OPTOMETRY AND VISION SCIENCE	Uveal Melanoma in the Peripheral Choroid Masquerading as Chronic Uveitis
feng peili	China:Shanghai Jiao Tong Univ, Ruijin Hosp, Dept Ophthalmol, Affiliated Med Sch, Shanghai 200025,Peoples R China. Shanghai Jiao Tong University	OCULAR IMMUNOLOGY AND INFLAMMATION	Trabeculectomy in the Management of Glaucomatocyclitic Crisis with Visual Field Defect
fong fong	China:Queen Mary Hosp, Dept Ophthalmol, Pokfulam, Hong Kong,Peoples R China. 	RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	CHOROIDAL EVALUATION USING ENHANCED DEPTH IMAGING SPECTRAL-DOMAIN OPTICAL COHERENCE TOMOGRAPHY IN VOGT-KOYANAGI-HARADA DISEASE
fu xiaoying	China:Wenzhou Med Coll, Eye Hosp, Wenzhou 325003,Peoples R China. Wenzhou Medical University	OPHTHALMOLOGICA	Clinical characteristics of acute zonal occult outer retinopathy in Chinese patients
gao liqin	China:Capital Med Univ, Beijing Tongren Hosp, Beijing Tongren Eye Ctr, Beijing Ophthalmol & Visual Sci Key Lab, Beijing 100730,Peoples R China. Capital Medical University	ARCHIVES OF OPHTHALMOLOGY	Prevalence and Characteristics of Myopic Retinopathy in a Rural Chinese Adult Population The Handan Eye Study
gao na	China:Sun Yat Sen Univ, Zhongshan Ophthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	OPHTHALMIC RESEARCH	Descemet's Stripping with Endothelial Keratoplasty for Special Fuchs' Endothelial Dystrophy in Phakic Eyes
gao tao	China:Zhejiang Univ, Hosp 2, Dept Ophthalmol, Hangzhou 310003, Zhejiang,Peoples R China. Zhejiang University	OPTOMETRY AND VISION SCIENCE	Uveal Melanoma in the Peripheral Choroid Masquerading as Chronic Uveitis
gu feng	China:First Hosp China Med Univ, Dept Ophthalmol, Shenyang 110001,Peoples R China. 	RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	INTRAVITREAL BEVACIZUMAB AS PRIMARY TREATMENT OF CHOROIDAL NEOVASCULARIZATION SECONDARY TO PUNCTATE INNER CHOROIDOPATHY Results of a 1-year Prospective Trial
guo dadong	China:Key Lab Integrated Tradit Chinese & Western Med P, Jinan 250002,Peoples R China. 	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Plasma metabonomics study of the patients with acute anterior uveitis based on ultra-performance liquid chromatography-mass spectrometry
guo haike	China:Guangdong Acad Med Sci, Guangdong Gen Hosp, Guangdong Eye Inst, Dept Ophthalmol, Guangzhou, Guangdong,Peoples R China. 	PLOS ONE	Lack of an Association of PD-1 and Its Ligand Genes with Behcet's Disease in a Chinese Han Population
guo junguo	China:Key Lab Integrated Tradit Chinese & Western Med P, Jinan 250002,Peoples R China. 	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Plasma metabonomics study of the patients with acute anterior uveitis based on ultra-performance liquid chromatography-mass spectrometry
guo wenjuan	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Eye Inst, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Vogt-Koyanagi-Harada disease presenting as acute angle closure glaucoma at onset
guo xiaojian	China:Cent S Univ, Xiangya Hosp 2, Dept Ophthalmol, Changsha 410011, Hunan,Peoples R China. Central South University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Efficacy and necessity of prophylactic vitrectomy for acute retinal necrosis syndrome
han baoling	China:Chinese Acad Med Sci, Peking Union Med Coll Hosp, Dept Ophthalmol, Beijing 100730,Peoples R China. Chinese Academy of Medical Sciences - Peking Union Medical College	OCULAR IMMUNOLOGY AND INFLAMMATION	Choroidal Folds in Acute Vogt-Koyanagi-Harada Disease
he h	China:Sun Yat Sen Univ, Zhongshan Opthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	BRITISH JOURNAL OF OPHTHALMOLOGY	Leptin increases in Vogt-Koyanagi-Harada (VKH) disease and promotes cell proliferation and inflammatory cytokine secretion
